	card1	card2	suited	force	qualifies	hrank
272	♠Q	♢9	False	0	False	One Pair
273	♡4	♠3	False	0	False	High Card
274	♣8	♢7	False	0	True	Two Pair
275	♡4	♣9	False	0	False	One Pair
276	♠4	♠6	True	0	False	High Card
277	♡7	♣T	False	0	False	One Pair
278	♡2	♠J	False	1	True	Three Of A Kind
279	♠T	♣3	False	0	True	Two Pair
280	♠7	♡9	False	0	True	Three Of A Kind
281	♣9	♣J	True	0	False	One Pair
282	♡2	♣2	False	1	True	Four Of A Kind
283	♡J	♢7	False	0	True	Three Of A Kind
284	♠2	♠8	True	1	True	Straight
285	♢5	♡Q	False	0	False	High Card
286	♡5	♠2	False	2	True	Five Of A Kind
287	♢4	♠8	False	0	True	Three Of A Kind
288	♢4	♣J	False	0	False	One Pair
289	♣2	♣5	True	1	True	Three Of A Kind
290	♣6	♣9	True	0	False	One Pair
291	♠3	♠K	True	0	True	Five Of A Kind
292	♣A	♣6	True	0	True	Full House
293	♢T	♠9	False	0	True	Full House
294	♢2	♠J	False	1	True	Three Of A Kind
295	♡3	♢7	False	0	False	One Pair
296	♠T	♠5	True	0	False	High Card
297	♠5	♣T	False	0	True	Two Pair
298	♡5	♢Q	False	0	False	One Pair
299	♡5	♡4	True	0	True	Three Of A Kind
300	♢3	♢K	True	0	True	Three Of A Kind
301	♠3	♡7	False	0	False	One Pair
302	♢T	♡9	False	0	True	Three Of A Kind
303	♢3	♠4	False	0	True	Three Of A Kind
304	♢K	♠6	False	0	True	Three Of A Kind
305	♣J	♠3	False	0	True	One Pair
306	♣7	♠A	False	0	True	Two Pair
307	♣6	♢A	False	0	False	High Card
308	♠7	♣8	False	0	True	Two Pair
309	♣K	♠A	False	2	True	Three Of A Kind
310	♣Q	♢5	False	0	True	Three Of A Kind
311	♣Q	♣8	True	0	False	High Card
312	♣4	♠K	False	0	True	Flush
313	♣8	♢5	False	0	True	Two Pair
314	♣5	♣9	True	0	True	Full House
315	♢8	♣5	False	0	False	High Card
316	♢2	♡5	False	1	False	One Pair
317	♠4	♢A	False	0	True	Four Of A Kind
318	♢3	♣6	False	0	True	Three Of A Kind
319	♡2	♣9	False	1	False	One Pair
320	♠8	♡3	False	0	False	High Card
321	♣T	♠9	False	0	True	One Pair
322	♣3	♢T	False	0	False	One Pair
323	♠K	♠T	True	2	True	Two Pair
324	♠6	♣9	False	0	True	Four Of A Kind
325	♠4	♣6	False	0	True	Four Of A Kind
326	♡A	♠3	False	0	True	Three Of A Kind
327	♣7	♣J	True	0	False	One Pair
328	♣8	♡6	False	0	True	Four Of A Kind
329	♠7	♢3	False	0	True	Three Of A Kind
330	♣Q	♡6	False	0	True	Four Of A Kind
331	♣K	♢6	False	0	True	One Pair
332	♡3	♠5	False	0	False	One Pair
333	♡T	♢3	False	0	True	One Pair
334	♣Q	♠9	False	0	False	High Card
335	♠8	♠9	True	0	True	Straight
336	♣A	♣3	True	0	True	Flush
337	♣6	♣5	True	0	False	High Card
338	♠J	♢J	False	2	True	Two Pair
339	♠6	♣7	False	0	True	Three Of A Kind
340	♢J	♢A	True	2	True	Three Of A Kind
341	♡7	♡5	True	0	True	Full House
342	♢8	♢4	True	0	True	Flush
343	♡J	♠A	False	0	True	One Pair
344	♣6	♣9	True	0	True	One Pair
345	♣A	♠8	False	0	False	High Card
346	♠3	♡9	False	0	True	Two Pair
347	♣Q	♢8	False	0	True	Three Of A Kind
348	♢K	♠A	False	2	True	Four Of A Kind
349	♠9	♡6	False	0	True	Three Of A Kind
350	♢T	♢A	True	2	True	One Pair
351	♡4	♠Q	False	0	True	Four Of A Kind
352	♣Q	♡A	False	2	False	High Card
353	♣5	♢3	False	0	False	One Pair
354	♣8	♠7	False	0	True	Three Of A Kind
355	♡2	♡A	True	1	True	Three Of A Kind
356	♠8	♡9	False	0	True	One Pair
357	♡7	♠7	False	2	True	Three Of A Kind
358	♡T	♢7	False	0	True	Three Of A Kind
359	♢A	♠Q	False	2	True	Three Of A Kind
360	♣8	♢K	False	0	True	Two Pair
361	♣5	♣8	True	0	True	Three Of A Kind
362	♣4	♠9	False	0	True	One Pair
363	♡T	♢3	False	0	True	Full House
364	♡5	♡3	True	0	False	One Pair
365	♣K	♣T	True	2	True	Three Of A Kind
366	♣J	♣6	True	0	False	High Card
367	♢5	♢Q	True	0	False	One Pair
368	♠4	♢Q	False	0	False	One Pair
369	♡4	♠9	False	0	True	Three Of A Kind
370	♡2	♡K	True	1	True	Full House
371	♠4	♣T	False	0	False	High Card
372	♢8	♠5	False	0	False	One Pair
373	♠6	♢8	False	0	True	One Pair
374	♢5	♠K	False	0	True	Three Of A Kind
375	♢T	♡6	False	0	True	Three Of A Kind
376	♢4	♣Q	False	0	True	Three Of A Kind
377	♣9	♡3	False	0	True	One Pair
378	♣Q	♣7	True	0	True	Four Of A Kind
379	♡6	♢3	False	0	True	One Pair
380	♢8	♠2	False	2	True	Straight
381	♢9	♡5	False	0	False	One Pair
382	♡J	♠2	False	2	True	Four Of A Kind
383	♡T	♡8	True	0	False	One Pair
384	♡3	♣6	False	0	True	Three Of A Kind
385	♣4	♢3	False	0	False	One Pair
386	♠J	♠5	True	0	False	One Pair
387	♣8	♠5	False	0	True	Three Of A Kind
388	♣2	♢5	False	1	True	Four Of A Kind
389	♡A	♠A	False	2	False	One Pair
390	♠A	♢6	False	0	True	Two Pair
391	♡9	♠T	False	0	True	One Pair
392	♠7	♠9	True	0	False	One Pair
393	♠8	♣5	False	0	True	Straight
394	♠9	♠Q	True	0	False	One Pair
395	♢5	♢9	True	0	True	One Pair
396	♢T	♢J	True	2	True	Three Of A Kind
397	♢8	♡J	False	0	True	Two Pair
398	♠6	♣T	False	0	True	Three Of A Kind
399	♢K	♠T	False	0	True	Two Pair
400	♢Q	♡6	False	0	True	One Pair
401	♢2	♡9	False	1	True	Flush
402	♣6	♢Q	False	0	True	One Pair
403	♠A	♠4	True	0	True	Three Of A Kind
404	♣Q	♢3	False	0	False	High Card
405	♣T	♢9	False	0	False	One Pair
406	♣J	♢3	False	0	True	Three Of A Kind
407	♡4	♢K	False	0	False	High Card
408	♡A	♢J	False	0	True	Three Of A Kind
409	♡2	♢Q	False	1	True	Three Of A Kind
410	♢7	♠2	False	2	True	Three Of A Kind
411	♢K	♡K	False	2	True	Two Pair
412	♣8	♢T	False	0	True	Five Of A Kind
413	♠T	♣8	False	0	True	Full House
414	♣K	♢A	False	2	True	Full House
415	♠4	♠9	True	0	False	High Card
416	♡9	♡5	True	0	True	Three Of A Kind
417	♡7	♠2	False	2	True	Three Of A Kind
418	♡Q	♠T	False	0	True	One Pair
419	♢Q	♣9	False	0	True	Three Of A Kind
420	♢A	♢T	True	2	True	One Pair
421	♠2	♡K	False	1	True	Three Of A Kind
422	♣3	♠J	False	0	True	One Pair
423	♣A	♡K	False	2	True	Two Pair
424	♣7	♡3	False	0	True	One Pair
425	♡J	♠2	False	2	True	Three Of A Kind
426	♡3	♢7	False	0	False	One Pair
427	♢9	♢Q	True	0	True	Two Pair
428	♡A	♢A	False	2	True	Full House
429	♢5	♡2	False	2	True	Three Of A Kind
430	♠3	♢3	False	2	True	Four Of A Kind
431	♡6	♢J	False	0	True	Three Of A Kind
432	♡2	♣2	False	1	True	Four Of A Kind
433	♠T	♣9	False	0	True	Four Of A Kind
434	♠9	♢2	False	2	False	One Pair
435	♣Q	♠T	False	0	True	Two Pair
436	♢7	♣5	False	0	True	One Pair
437	♢3	♠3	False	2	True	Full House
438	♣3	♡9	False	0	False	High Card
439	♢6	♣Q	False	0	True	Three Of A Kind
440	♢4	♡K	False	0	True	Three Of A Kind
441	♠J	♢Q	False	0	True	Three Of A Kind
442	♢K	♣A	False	2	True	One Pair
443	♢K	♢8	True	0	True	Two Pair
444	♠A	♡4	False	0	False	One Pair
445	♡Q	♠6	False	0	False	High Card
446	♢9	♠4	False	0	True	Full House
447	♡7	♡5	True	0	True	Full House
448	♠8	♣5	False	0	False	One Pair
449	♡9	♢A	False	0	True	One Pair
450	♡A	♣9	False	0	False	One Pair
451	♡J	♣T	False	0	False	One Pair
452	♡4	♣8	False	0	True	Three Of A Kind
453	♢Q	♡A	False	2	True	One Pair
454	♢Q	♠6	False	0	False	High Card
455	♡2	♡8	True	1	True	Three Of A Kind
456	♢T	♣7	False	0	True	One Pair
457	♡K	♢2	False	2	True	Four Of A Kind
458	♣Q	♢A	False	2	False	One Pair
459	♢A	♣6	False	0	False	High Card
460	♠Q	♣6	False	0	False	One Pair
461	♣5	♡3	False	0	True	Three Of A Kind
462	♠3	♡9	False	0	True	Three Of A Kind
463	♣K	♢6	False	0	False	One Pair
464	♢8	♢2	True	2	True	Three Of A Kind
465	♢7	♠6	False	0	True	One Pair
466	♢3	♠9	False	0	False	One Pair
467	♡8	♣4	False	0	False	One Pair
468	♡5	♠5	False	2	True	Three Of A Kind
469	♡A	♠Q	False	2	True	Four Of A Kind
470	♣5	♢4	False	0	False	One Pair
471	♢T	♡2	False	2	True	Four Of A Kind
472	♡A	♡6	True	0	True	Two Pair
473	♢Q	♠Q	False	2	True	Full House
474	♡T	♡T	True	2	True	One Pair
475	♠2	♢T	False	1	True	Full House
476	♣A	♢7	False	0	False	High Card
477	♡2	♢5	False	1	True	Three Of A Kind
478	♢K	♠4	False	0	True	Straight
479	♠2	♢5	False	1	True	Three Of A Kind
480	♢J	♡Q	False	0	False	One Pair
481	♢4	♣3	False	0	False	High Card
482	♠8	♢9	False	0	True	Three Of A Kind
483	♠A	♣J	False	0	True	One Pair
484	♢6	♣T	False	0	True	Three Of A Kind
485	♡9	♠T	False	0	True	One Pair
486	♠7	♣9	False	0	True	One Pair
487	♣2	♡7	False	1	False	One Pair
488	♠K	♠K	True	2	False	One Pair
489	♡A	♢4	False	0	True	Three Of A Kind
490	♠Q	♣2	False	2	True	Four Of A Kind
491	♣J	♣4	True	0	False	One Pair
492	♠2	♠8	True	1	True	Three Of A Kind
493	♠T	♢3	False	0	False	One Pair
494	♣8	♢K	False	0	True	Four Of A Kind
495	♡A	♢A	False	2	True	Three Of A Kind
496	♠T	♢A	False	0	True	Full House
497	♣9	♠5	False	0	False	One Pair
498	♣J	♢9	False	0	True	Four Of A Kind
499	♢T	♠6	False	0	False	One Pair
500	♡4	♠4	False	2	False	One Pair
501	♢6	♣Q	False	0	True	Three Of A Kind
502	♠Q	♠2	True	2	True	Three Of A Kind
503	♣Q	♡2	False	2	True	Four Of A Kind
504	♢Q	♢6	True	0	True	Three Of A Kind
505	♢K	♢3	True	0	False	One Pair
506	♣7	♣A	True	0	True	One Pair
507	♢9	♡T	False	0	True	Three Of A Kind
508	♢J	♢3	True	0	True	One Pair
509	♡2	♠3	False	1	True	Three Of A Kind
510	♣5	♠9	False	0	True	Three Of A Kind
511	♡A	♣T	False	0	False	One Pair
512	♣9	♡K	False	0	False	One Pair
513	♢7	♡3	False	0	True	Three Of A Kind
514	♡6	♢J	False	0	True	One Pair
515	♣5	♡7	False	0	False	One Pair
516	♠J	♣6	False	0	True	Two Pair
517	♠4	♡J	False	0	True	Three Of A Kind
518	♣6	♣3	True	0	True	Three Of A Kind
519	♢T	♠A	False	0	True	Four Of A Kind
520	♣8	♢5	False	0	False	One Pair
521	♡6	♠A	False	0	False	High Card
522	♣A	♣Q	True	2	True	One Pair
523	♣6	♣4	True	0	False	One Pair
524	♣3	♢5	False	0	True	Three Of A Kind
525	♡Q	♡5	True	0	True	Two Pair
526	♣2	♠A	False	1	True	Full House
527	♡5	♠2	False	2	True	Three Of A Kind
528	♣J	♢7	False	0	True	Three Of A Kind
529	♢T	♡J	False	0	True	Three Of A Kind
530	♡3	♠7	False	0	True	One Pair
531	♠J	♠K	True	2	False	One Pair
532	♣9	♡J	False	0	True	Three Of A Kind
533	♡6	♢2	False	2	True	Three Of A Kind
534	♠T	♠5	True	0	False	High Card
535	♢7	♣8	False	0	True	Three Of A Kind
536	♣4	♡T	False	0	True	Three Of A Kind
537	♡7	♠Q	False	0	True	Two Pair
538	♢J	♠7	False	0	True	Four Of A Kind
539	♠7	♠T	True	0	True	Four Of A Kind
540	♢K	♣Q	False	2	False	High Card
541	♡T	♡9	True	0	True	Full House
542	♡2	♠6	False	1	False	One Pair
543	♢A	♣3	False	0	True	Three Of A Kind
544	♣Q	♡A	False	2	True	Full House
545	♣6	♠T	False	0	True	Two Pair
546	♢8	♠2	False	2	True	Four Of A Kind
547	♣2	♢6	False	1	True	Three Of A Kind
548	♣7	♡6	False	0	True	Four Of A Kind
549	♢9	♠4	False	0	True	Three Of A Kind
550	♠2	♢Q	False	1	True	Four Of A Kind
551	♠8	♠8	True	2	False	One Pair
552	♢Q	♠7	False	0	True	Three Of A Kind
553	♢K	♡3	False	0	False	One Pair
554	♡Q	♣A	False	2	True	Three Of A Kind
555	♠Q	♣3	False	0	False	High Card
556	♣9	♡J	False	0	False	One Pair
557	♠4	♣2	False	2	True	Straight
558	♡K	♣3	False	0	False	One Pair
559	♡8	♡4	True	0	False	One Pair
560	♠J	♣3	False	0	True	Four Of A Kind
561	♢6	♡6	False	2	False	One Pair
562	♠5	♠Q	True	0	True	Flush
563	♢4	♡5	False	0	False	High Card
564	♣2	♡2	False	1	True	Three Of A Kind
565	♠K	♢2	False	2	True	Three Of A Kind
566	♠3	♡K	False	0	True	Flush
567	♢Q	♠6	False	0	True	One Pair
568	♣4	♡Q	False	0	True	One Pair
569	♣7	♣J	True	0	True	Two Pair
570	♣A	♣A	True	2	True	Two Pair
571	♢9	♣7	False	0	True	Three Of A Kind
572	♡6	♣K	False	0	True	One Pair
573	♡J	♢5	False	0	True	Two Pair
574	♡7	♢4	False	0	True	Three Of A Kind
575	♠8	♣2	False	2	True	Full House
576	♡T	♡8	True	0	False	One Pair
577	♡A	♡2	True	2	True	One Pair
578	♠5	♠7	True	0	True	Straight Flush
579	♣Q	♠2	False	2	True	Three Of A Kind
580	♢2	♣J	False	1	True	One Pair
581	♢Q	♢3	True	0	False	One Pair
582	♣6	♡7	False	0	False	High Card
583	♣5	♣8	True	0	True	Three Of A Kind
584	♢4	♢7	True	0	True	Two Pair
585	♢6	♢2	True	2	False	One Pair
586	♡A	♡A	True	2	True	Two Pair
587	♠4	♣K	False	0	True	Straight
588	♡9	♡8	True	0	False	High Card
589	♢J	♠3	False	0	True	Two Pair
590	♠5	♡7	False	0	False	One Pair
591	♣7	♣K	True	0	True	Three Of A Kind
592	♠6	♣A	False	0	True	Two Pair
593	♠2	♠K	True	1	True	Four Of A Kind
594	♢T	♣K	False	0	False	One Pair
595	♢K	♡J	False	0	True	Three Of A Kind
596	♠3	♡Q	False	0	True	Two Pair
597	♡T	♣3	False	0	False	High Card
598	♣8	♡Q	False	0	True	Three Of A Kind
599	♡4	♠8	False	0	True	Two Pair
600	♢9	♢T	True	0	False	High Card
601	♢4	♣5	False	0	False	One Pair
602	♣A	♣T	True	2	False	One Pair
603	♠J	♡J	False	2	True	Four Of A Kind
604	♡3	♣K	False	0	True	Four Of A Kind
605	♡T	♠T	False	2	False	One Pair
606	♠3	♢4	False	0	False	One Pair
607	♡3	♢J	False	0	True	Three Of A Kind
608	♣4	♡9	False	0	True	One Pair
609	♠T	♡K	False	0	False	One Pair
610	♣5	♣2	True	2	True	One Pair
611	♢6	♢8	True	0	True	Two Pair
612	♣2	♡5	False	1	True	Four Of A Kind
613	♢J	♠6	False	0	True	Flush
614	♣6	♣4	True	0	True	Three Of A Kind
615	♣T	♢K	False	0	True	Three Of A Kind
616	♢K	♠K	False	2	True	Three Of A Kind
617	♣2	♠5	False	1	True	Four Of A Kind
618	♣Q	♡9	False	0	True	Three Of A Kind
619	♣Q	♡T	False	0	False	One Pair
620	♠4	♡7	False	0	False	One Pair
621	♢5	♢3	True	0	False	One Pair
622	♡7	♡T	True	0	True	Three Of A Kind
623	♣T	♣J	True	2	True	Two Pair
624	♢7	♠Q	False	0	False	One Pair
625	♡K	♢A	False	2	True	Full House
626	♠3	♢A	False	0	True	Three Of A Kind
627	♠4	♢8	False	0	True	Full House
628	♡3	♡3	True	2	False	One Pair
629	♣Q	♣6	True	0	True	One Pair
630	♣4	♡7	False	0	False	One Pair
631	♡3	♡5	True	0	True	Flush
632	♣4	♠9	False	0	True	One Pair
633	♠8	♣8	False	2	True	Full House
634	♡9	♠2	False	2	True	Full House
635	♠2	♣8	False	1	True	One Pair
636	♡3	♡6	True	0	True	Two Pair
637	♡5	♠Q	False	0	True	Three Of A Kind
638	♠3	♣2	False	2	True	Four Of A Kind
639	♠A	♠6	True	0	True	Three Of A Kind
640	♡9	♡8	True	0	False	One Pair
641	♡4	♡T	True	0	True	Three Of A Kind
642	♡K	♠K	False	2	True	Three Of A Kind
643	♠J	♡J	False	2	True	Three Of A Kind
644	♢9	♣K	False	0	True	Straight
645	♢7	♠4	False	0	True	Full House
646	♠J	♢J	False	2	True	Three Of A Kind
647	♡T	♢6	False	0	False	One Pair
648	♠4	♢3	False	0	False	One Pair
649	♠5	♢J	False	0	True	Three Of A Kind
650	♡6	♣4	False	0	True	Three Of A Kind
651	♣5	♠9	False	0	True	Three Of A Kind
652	♣Q	♣A	True	2	True	Three Of A Kind
653	♣2	♣9	True	1	True	One Pair
654	♣K	♢K	False	2	False	One Pair
655	♢3	♣T	False	0	True	Two Pair
656	♣7	♢5	False	0	True	Straight
657	♣6	♠2	False	2	True	Straight
658	♡J	♠7	False	0	False	One Pair
659	♡J	♣5	False	0	False	One Pair
660	♣J	♡9	False	0	False	High Card
661	♢7	♠Q	False	0	True	Three Of A Kind
662	♠9	♣A	False	0	True	Three Of A Kind
663	♡6	♡5	True	0	True	Flush
664	♠3	♢4	False	0	True	One Pair
665	♣9	♢J	False	0	False	One Pair
666	♡Q	♡K	True	2	True	Three Of A Kind
667	♠6	♡9	False	0	True	Three Of A Kind
668	♡7	♣2	False	2	True	Four Of A Kind
669	♡A	♣4	False	0	True	One Pair
670	♠5	♢A	False	0	False	One Pair
671	♡K	♡2	True	2	True	One Pair
672	♣7	♠T	False	0	True	Three Of A Kind
673	♣Q	♣3	True	0	False	One Pair
674	♡A	♢3	False	0	True	Three Of A Kind
675	♡T	♡J	True	2	True	Flush
676	♣A	♣3	True	0	False	One Pair
677	♠T	♡9	False	0	True	One Pair
678	♣4	♠4	False	2	True	One Pair
679	♣2	♡8	False	1	True	Straight
680	♣T	♡K	False	0	True	Three Of A Kind
681	♢4	♡7	False	0	False	One Pair
682	♢Q	♠A	False	2	True	Three Of A Kind
683	♣K	♠5	False	0	True	Two Pair
684	♢3	♣2	False	2	False	One Pair
685	♠8	♡5	False	0	True	Straight
686	♠7	♡K	False	0	True	Three Of A Kind
687	♢A	♢8	True	0	True	One Pair
688	♠7	♡7	False	2	True	Three Of A Kind
689	♢6	♣6	False	2	True	Full House
690	♢A	♣2	False	2	True	One Pair
691	♣2	♢3	False	1	True	Three Of A Kind
692	♢4	♢J	True	0	True	Four Of A Kind
693	♠A	♠3	True	0	True	Three Of A Kind
694	♢A	♠2	False	2	True	Full House
695	♡3	♠4	False	0	True	Full House
696	♢4	♡J	False	0	True	Five Of A Kind
697	♡3	♠J	False	0	False	One Pair
698	♢4	♡4	False	2	True	Three Of A Kind
699	♣6	♡6	False	2	True	Three Of A Kind
700	♡T	♣3	False	0	True	Four Of A Kind
701	♠4	♣7	False	0	True	One Pair
702	♠4	♠J	True	0	False	One Pair
703	♡4	♢7	False	0	True	Three Of A Kind
704	♠J	♡Q	False	0	True	Three Of A Kind
705	♢2	♠8	False	1	True	Three Of A Kind
706	♢K	♡9	False	0	True	Three Of A Kind
707	♢9	♢3	True	0	True	Two Pair
708	♣Q	♢2	False	2	True	Three Of A Kind
709	♡3	♣A	False	0	False	One Pair
710	♢J	♡K	False	0	False	One Pair
711	♡Q	♠8	False	0	False	High Card
712	♡9	♠Q	False	0	True	One Pair
713	♣4	♠T	False	0	True	Five Of A Kind
714	♠K	♡5	False	0	True	Two Pair
715	♢4	♢T	True	0	True	Three Of A Kind
716	♢K	♠2	False	2	True	Three Of A Kind
717	♣J	♡A	False	0	True	Two Pair
718	♡4	♣T	False	0	True	Four Of A Kind
719	♠Q	♣J	False	0	True	Two Pair
720	♣7	♢Q	False	0	False	One Pair
721	♣K	♠6	False	0	True	One Pair
722	♡4	♣3	False	0	False	High Card
723	♢8	♢6	True	0	True	Three Of A Kind
724	♢A	♣3	False	0	True	Four Of A Kind
725	♢4	♠A	False	0	True	Three Of A Kind
726	♡9	♣8	False	0	True	Three Of A Kind
727	♢4	♢4	True	2	True	Full House
728	♠A	♡4	False	0	False	One Pair
729	♠T	♣J	False	0	False	High Card
730	♡Q	♣6	False	0	False	One Pair
731	♣8	♣T	True	0	False	One Pair
732	♣T	♣Q	True	2	True	One Pair
733	♢8	♠3	False	0	False	High Card
734	♠J	♡T	False	0	False	One Pair
735	♢T	♠6	False	0	False	One Pair
736	♣6	♡J	False	0	True	One Pair
737	♡4	♢T	False	0	False	High Card
738	♣8	♡A	False	0	True	One Pair
739	♡2	♣J	False	1	True	Three Of A Kind
740	♢A	♡T	False	0	False	High Card
741	♢A	♣J	False	0	False	One Pair
742	♠T	♠A	True	2	True	One Pair
743	♢K	♢9	True	0	True	Straight
744	♢T	♠Q	False	0	False	High Card
745	♢K	♡6	False	0	True	Full House
746	♡2	♣A	False	1	True	Three Of A Kind
747	♠J	♢3	False	0	True	Three Of A Kind
748	♠T	♣J	False	0	True	Two Pair
749	♡4	♠9	False	0	True	Three Of A Kind
750	♠6	♡2	False	2	True	Four Of A Kind
751	♢9	♡3	False	0	False	One Pair
752	♡K	♠8	False	0	True	One Pair
753	♡8	♢4	False	0	True	Two Pair
754	♡3	♣5	False	0	True	Three Of A Kind
755	♡6	♢J	False	0	False	One Pair
756	♣9	♡3	False	0	False	One Pair
757	♠4	♠Q	True	0	True	Three Of A Kind
758	♡5	♠K	False	0	False	High Card
759	♣A	♠8	False	0	True	Three Of A Kind
760	♡A	♣9	False	0	True	One Pair
761	♠2	♣8	False	1	True	Straight
762	♡4	♢7	False	0	True	One Pair
763	♢2	♡J	False	1	True	Straight
764	♢T	♠K	False	0	True	One Pair
765	♢J	♡7	False	0	True	Straight
766	♠5	♢Q	False	0	True	One Pair
767	♢A	♡4	False	0	True	Two Pair
768	♢A	♠3	False	0	True	One Pair
769	♣7	♢3	False	0	True	Two Pair
770	♠3	♣5	False	0	False	One Pair
771	♡9	♢K	False	0	True	Full House
772	♡K	♢T	False	0	True	Three Of A Kind
773	♠8	♢A	False	0	False	High Card
774	♡3	♢2	False	2	True	Four Of A Kind
775	♡K	♡2	True	2	True	Four Of A Kind
776	♣7	♢8	False	0	True	Full House
777	♠2	♣4	False	1	True	Three Of A Kind
778	♠J	♣2	False	2	True	Five Of A Kind
779	♡7	♠T	False	0	False	One Pair
780	♣4	♡8	False	0	False	One Pair
781	♠J	♢9	False	0	False	High Card
782	♠2	♣5	False	1	True	Four Of A Kind
783	♣3	♢9	False	0	False	One Pair
784	♡9	♠4	False	0	False	One Pair
785	♡8	♣T	False	0	True	Three Of A Kind
786	♣7	♣T	True	0	True	One Pair
787	♠3	♢2	False	2	False	One Pair
788	♢J	♡Q	False	0	False	One Pair
789	♠K	♢8	False	0	True	One Pair
790	♡K	♠2	False	2	True	Three Of A Kind
791	♣T	♢A	False	0	True	Full House
792	♣8	♠3	False	0	False	One Pair
793	♡2	♠5	False	1	True	Three Of A Kind
794	♣J	♠A	False	0	True	Flush
795	♣6	♣T	True	0	False	One Pair
796	♡A	♡J	True	2	False	One Pair
797	♡4	♡7	True	0	False	One Pair
798	♠9	♠8	True	0	True	One Pair
799	♣4	♡A	False	0	True	Three Of A Kind
800	♡A	♠A	False	2	True	Two Pair
801	♣K	♡5	False	0	True	Three Of A Kind
802	♠4	♠7	True	0	False	High Card
803	♡Q	♢7	False	0	True	Two Pair
804	♢Q	♢A	True	2	True	One Pair
805	♡J	♢A	False	0	True	Three Of A Kind
806	♢5	♠T	False	0	True	Two Pair
807	♢7	♢2	True	2	True	Three Of A Kind
808	♡A	♢6	False	0	True	Four Of A Kind
809	♣7	♡K	False	0	True	One Pair
810	♢5	♢2	True	2	True	Three Of A Kind
811	♠A	♣J	False	0	True	One Pair
812	♣K	♡J	False	0	False	High Card
813	♣3	♠T	False	0	True	Two Pair
814	♣8	♢7	False	0	True	Three Of A Kind
815	♡K	♠7	False	0	True	Three Of A Kind
816	♡J	♡9	True	0	True	One Pair
817	♠T	♢Q	False	0	True	One Pair
818	♢4	♡Q	False	0	False	One Pair
819	♠7	♢5	False	0	False	One Pair
820	♢2	♠K	False	1	False	One Pair
